Date,Close,High,Low,Open,Volume,Adj Close
1/2/09,5793.560059,5858.589844,5670.890137,5753.160156,0,5793.560059
1/5/09,5917.899902,5955.029785,5784.290039,5784.290039,0,5917.899902
1/6/09,6074.870117,6093.140137,5914.629883,5914.629883,0,6074.870117
1/9/09,6143.810059,6244.109863,6055.049805,6070.910156,0,6143.810059
1/12/09,6041.439941,6239.490234,5913.410156,6148.959961,0,6041.439941
1/13/09,6059.089844,6140.359863,5929.200195,6039.47998,0,6059.089844
1/14/09,6051.100098,6113.25,6020.640137,6055.580078,0,6051.100098
1/15/09,5778.580078,6045.549805,5774,6039.600098,0,5778.580078
1/16/09,5511.930176,5750.810059,5508.459961,5750.810059,0,5511.930176
1/20/09,5258.279785,5394.459961,5170.759766,5228.629883,0,5258.279785
1/21/09,5136.47998,5342.439941,5105.47998,5250.149902,0,5136.47998
1/22/09,5020.709961,5132.160156,4953.009766,5132.160156,0,5020.709961
1/23/09,4929.540039,4985.799805,4883.080078,4985.799805,0,4929.540039
1/26/09,4815.339844,4957.660156,4797.830078,4909.470215,0,4815.339844
1/27/09,4972.549805,4992.200195,4781.779785,4796.75,0,4972.549805
1/28/09,5139.930176,5179.930176,4975.350098,4975.350098,0,5139.930176
1/29/09,5183.220215,5234.799805,5104.970215,5139.990234,0,5183.220215
1/30/09,5377.419922,5390.830078,5181.350098,5181.350098,0,5377.419922
2/2/09,5333.950195,5433.129883,5315.970215,5373.379883,0,5333.950195
2/3/09,5384.870117,5401.149902,5258.439941,5335.589844,0,5384.870117
2/4/09,5534.25,5543.470215,5403.830078,5403.830078,0,5534.25
2/6/09,5597.439941,5672.540039,5528.759766,5533.759766,0,5597.439941
2/9/09,5573.47998,5678.049805,5487.009766,5597.560059,0,5573.47998
2/10/09,5455.660156,5598.910156,5425.120117,5596.52002,0,5455.660156
2/11/09,5429.419922,5563.379883,5325.419922,5452.509766,0,5429.419922
2/12/09,5399.359863,5472.27002,5390.240234,5420.569824,0,5399.359863
2/13/09,5625.899902,5630.140137,5414.660156,5414.660156,0,5625.899902
2/17/09,5839.629883,5890.899902,5756.290039,5778.680176,0,5839.629883
2/18/09,5880.129883,5917.359863,5810.490234,5844.580078,0,5880.129883
2/19/09,6022.439941,6079.299805,5904.75,5904.75,0,6022.439941
2/20/09,5969.089844,6117.819824,5929.140137,6022.740234,0,5969.089844
2/23/09,5850.259766,5965.450195,5787.160156,5965.450195,0,5850.259766
2/24/09,5874.830078,5974.089844,5818.149902,5821.830078,0,5874.830078
2/25/09,5580.779785,5951.22998,5571.379883,5870.109863,0,5580.779785
2/26/09,5649.490234,5694.720215,5407.609863,5568.419922,0,5649.490234
2/27/09,5727.459961,5764.5,5649.629883,5649.629883,0,5727.459961
3/2/09,5681.290039,5755.149902,5661.390137,5730.209961,0,5681.290039
3/3/09,5596.490234,5673.899902,5504.899902,5673.899902,0,5596.490234
3/4/09,5815.430176,5826.149902,5601.680176,5601.680176,0,5815.430176
3/5/09,5788.27002,5924.279785,5765.839844,5820.330078,0,5788.27002
3/6/09,5748.100098,5813.589844,5726.379883,5790.720215,0,5748.100098
3/9/09,5662.009766,5738.290039,5662.009766,5738.290039,0,5662.009766
3/11/09,5557.919922,5718.850098,5552.899902,5638.140137,0,5557.919922
3/12/09,5707.089844,5733.140137,5563.490234,5566.509766,0,5707.089844
3/13/09,5750.470215,5763.700195,5696.410156,5709.540039,0,5750.470215
3/16/09,6063.540039,6072.290039,5763.299805,5763.299805,0,6063.540039
3/17/09,6138.529785,6194.27002,6067.370117,6067.370117,0,6138.529785
3/18/09,6266,6286.379883,6113.029785,6167.879883,0,6266
3/19/09,6441,6460.310059,6277.209961,6277.209961,0,6441
3/20/09,6340.359863,6546.450195,6313.160156,6444.470215,0,6340.359863
3/24/09,6617,6622.740234,6360.830078,6360.830078,0,6617
3/25/09,6674.200195,6763.009766,6598.77002,6617.240234,0,6674.200195
3/26/09,6608.490234,6725.540039,6585.799805,6679.410156,0,6608.490234
3/27/09,6826.990234,6827.740234,6612.609863,6612.609863,0,6826.990234
3/30/09,7015.129883,7076.819824,5283.72998,6804.75,0,7015.129883
3/31/09,6860.220215,7073.77002,6830.049805,7018.959961,0,6860.220215
4/1/09,6931.899902,7041.439941,6899.459961,6907.740234,0,6931.899902
4/2/09,7191.089844,7199.160156,6984.609863,6984.609863,0,7191.089844
4/3/09,7432.879883,7487.310059,7213.100098,7213.100098,0,7432.879883
4/6/09,7518.930176,7583.390137,7385.080078,7434.629883,0,7518.930176
4/7/09,7635.879883,7689.149902,7537.009766,7537.009766,0,7635.879883
4/8/09,7340.299805,7674.319824,7316.009766,7542.209961,0,7340.299805
4/9/09,7295.97998,7488.700195,7136.890137,7291.259766,0,7295.97998
4/13/09,7872.490234,7908.560059,7619.069824,7619.069824,0,7872.490234
4/14/09,7832.850098,8009.25,7775.5,7874.319824,0,7832.850098
4/15/09,7807.080078,7885.149902,7604.759766,7833.620117,0,7807.080078
4/16/09,7670.080078,8022.069824,7595.600098,7818.109863,0,7670.080078
4/17/09,7794.950195,7910.629883,7524.089844,7673.709961,0,7794.950195
4/20/09,7902.47998,7977.25,7803.799805,7803.799805,0,7902.47998
4/21/09,7834.140137,8038.02002,7815.759766,7912.209961,0,7834.140137
4/22/09,7574.169922,7865.180176,7525.959961,7832.75,0,7574.169922
4/23/09,7335.720215,7630.660156,7314.589844,7542.450195,0,7335.720215
4/24/09,7620.870117,7632.169922,7235.049805,7333.410156,0,7620.870117
4/27/09,7344.939941,7674.330078,7326.509766,7622.379883,0,7344.939941
4/28/09,7430.080078,7466.75,7187.25,7334.52002,0,7430.080078
4/29/09,7271.299805,7549.120117,7246.540039,7445.180176,0,7271.299805
